"ZONA";"NOM_LOCALIDADE";"NOM_LOCAL";"ENDEREÄO_LOCAL";"BAIRRO_LOCAL";"CEP";"NñMERO DAS SEÄôES";"QTDE. DE SEÄôES";"APTOS"
101;"LIVRAMENTO DE NOSSA SENHORA";"ASSOCIAÄéO DOS AMIGOS DE LIVRAMENTO";"PRAÄA DOM HêLIO PASCHOAL - ZONA URBANA";"CENTRO";46140000;"40,41,236";3;856
101;"LIVRAMENTO DE NOSSA SENHORA";"PREFEITURA MUNICIPAL DE LIVRAMENTO";"PRAÄA DA BANDEIRA - ZONA URBANA";"CENTRO";46140000;42,43;2;661
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL DA RUA DO AREIéO";"BAIRRO RUA DO AREIéO - ZONA URBANA";"RUA DO AREIéO";46140000;"70,111,118";3;692
101;"LIVRAMENTO DE NOSSA SENHORA";"CENTRO EDUCACIONAL DAVI MENDES PEREIRA";"PRAÄA DOS ESTUDANTES, S/N - ZONA RURAL";"DISTRITO IGUATEMI";46140000;"44,45,46,47,48,49,50,51,52,53,54,94,104";13;3511
101;"LIVRAMENTO DE NOSSA SENHORA";"UNIDADE ESCOLA DARCY TANAJURA DE CÜSSIA";"POVOADO ARRECIFE - ZONA RURAL";"POVOADO ARRECIFE";46140000;"55,56,239";3;968
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL DE LAGOA DA PEDRA";"POVOADO LAGOA DA PEDRA - ZONA RURAL";"POVOADO LAGOA DA PEDRA";46140000;58;1;179
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL JOAQUIM RODRIGUES LOUZADA";"ITANAGê - ZONA RURAL";"DISTRITO DE ITANAGê";46140000;"59,60,61,62,63,64";6;1548
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL ORLANDO TANAJURA";"POVOADO TABULEIRO - ZONA RURAL";"POVOADO TABULEIRO";46140000;65,66;2;702
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL URBINO ALVES DE AMORIM";"POVOADO VÜRZEA - ZONA RURAL";"POVOADO VÜRZEA";46140000;67,68;2;517
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL GENERAL PINTO";"POVOADO MONTE OLIVEIRA - ZONA RURAL";"POVOADO MONTE OLIVEIRA";46140000;69,21;2;552
101;"LIVRAMENTO DE NOSSA SENHORA";"UNIDADE ESCOLAR BARéO DE SéO TIM‡TEO";"PRAÄA DE SéO TIM‡TEO - ZONA RURAL";"DISTRITO SéO TIM‡TEO";46140000;71,74;2;678
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL DA BARRINHA";"POVOADO BARRINHA - ZONA RURAL";"POVOADO BARRINHA";46140000;"75,76,119,231";4;1491
101;"LIVRAMENTO DE NOSSA SENHORA";"UNIDADE ESCOLAR JOSê ASSIS PICHIMEL";"POVOADO ITAGUASSU  - ZONA RURAL";"POVOADO ITAGUASSU";46140000;"77,78,79";3;1044
101;"LIVRAMENTO DE NOSSA SENHORA";"UNIDADE ESCOLAR JOAQUIM ALVES DE OLIVEIRA";"POVOADO MUCAMBO - ZONA RURAL";"POVOADO MUCAMBO";46140000;80,81;2;646
101;"LIVRAMENTO DE NOSSA SENHORA";"UNIDADE DE SAUDE DA FAMILIA DO NADO";"POVOADO NADO - ZONA RURAL";"POVOADO NADO";46140000;82;1;381
101;"LIVRAMENTO DE NOSSA SENHORA";"GRUPO ESCOLAR DOM PEDRO II";"RUA DA CRECHE S/N - ZONA URBANA";"TAQUARI";46140000;"84,87,97,218,238";5;1857
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL DOIS DE JULHO";"POVOADO VEREDA - ZONA RURAL";"POVOADO VEREDA";46140000;88;1;360
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL TIRADENTES";"POVOADO MATINHA - ZONA RURAL";"POVOADO MATINHA";46140000;89,208;2;632
101;"LIVRAMENTO DE NOSSA SENHORA";"UNIDADE ESCOLAR DA LAGOA NOVA";"POVOADO LAGOA NOVA - ZONA RURAL";"POVOADO LAGOA NOVA";46140000;90,248;2;440
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL SéO JOSê";"POVOADO TAMBORIL - ZONA RURAL";"POVOADO TAMBORIL";46140000;92;1;288
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL SéO GONÄALO";"POVOADO CANA BRAVA - ZONA RURAL";"POVOADO CANA BRAVA";46140000;93;1;181
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL OSVALDO BRUNO";"POVOADO VÜRZEA DE DENTRO - ZONA RURAL";"POVOADO VÜRZEA DE DENTRO";46140000;98;1;294
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL JOSê FRANCISCO";"POVOADO SãTIO NOVO - ZONA RURAL";"POVOADO SãTIO NOVO";46140000;100,237;2;499
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL JOANA ANGêLICA";"POVOADO PATOS - ZONA RURAL";"POVOADO PATOS";46140000;112,219;2;623
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL DUARTE DA COSTA";"POVOADO JACARê - ZONA RURAL";"DISTRITO DE ITANAGê";46140000;113;1;138
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL JOSê MARIA TANAJURA";"POVOADO AÄOITA CAVALO - ZONA RURAL";"POVOADO AÄOITA CAVALO";46140000;105;1;351
101;"LIVRAMENTO DE NOSSA SENHORA";"UNIDADE DE SAUDE DA FAMILIA DE LAGOA CUMPRIDA ";"POVOADO LAGOA COMPRIDA - ZONA RURAL       ";"POVOADO LAGOA COMPRIDA";46140000;114;1;268
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL ELIZEU FREIRE";"POVOADO LAGOA DE DANIEL - ZONA RURAL   ";"POVOADO LAGOA DE DANIEL";46140000;106,22;2;615
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL AUGUSTO SILVêRIO ALC∂NTARA";"POVOADO BARBOSA  - ZONA RURAL";"DISTRITO IGUATEMI";46140000;107,229;2;642
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL GENTIL VILAS BOAS";"POVOADO RIO ABAIXO - ZONA RURAL";"POVOADO RIO ABAIXO";46140000;115,233;2;530
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL MARCOLINO DA SILVA";"POVOADO GADO BRAVO - ZONA RURAL";"POVOADO GADO BRAVO";46140000;116;1;290
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL DE LOURENÄO";"POVOADO LOURENÄO - ZONA RURAL";"POVOADO LOURENÄO";46140000;117,244;2;438
101;"LIVRAMENTO DE NOSSA SENHORA";"ESCOLA MUNICIPAL DE VARZINHA ";"POVOADO VARZINHA - ZONA RURAL";"POVOADO VARZINHA";46140000;199;1;402
101;"LIVRAMENTO DE NOSSA SENHORA";"CENTRO DE ATENÄéO PSICOSSOCIAL - CAPS";"RUA JOSIAS DE SOUZA LESSA, 87  - ZONA URBANA";"ESTOCADA";46140000;"200,207,217,235,247";5;1914
101;"LIVRAMENTO DE NOSSA SENHORA";"CENTRO EDUCACIONAL HUMBERTO LEAL ";"RUA BENITO GAMA S/N - ZONA URBANA";"BENITO GAMA";46140000;"120,205,216,224,241,249";6;2295
101;"LIVRAMENTO DE NOSSA SENHORA";"UNIDADE DE SAUDE DA FAMILIA DO MONTEIRO";"POVOADO MONTEIRO - ZONA RURAL";"POVOADO MONTEIRO";46140000;228;1;232
101;"RIO DE CONTAS";"PREFEITURA MUNICIPAL";"LARGO DO ROSARIO,1 - ZONA URBANA";"CENTRO";46170000;154,203;2;770
101;"RIO DE CONTAS";"GRUPO ESCOLAR BARAO DE MACAUBAS";"RUA ALVARO DANTAS, S/N - ZONA URBANA";"CENTRO";46170000;"155,156,232";3;937
101;"RIO DE CONTAS";"CENTRO EDUCACIONAL ANA PETRONILA TRINDADE RAMOS";"PRACA SANTO ANTONIO, S/N - ZONA RURAL";"POVOADO MATO GROSSO";46170000;"157,181,223";3;856
101;"RIO DE CONTAS";"ESPAÄO CULTURAL CASA DE TELHA";"POVOADO CASA DE TELHA, SN - ZONA RURAL";"POVOADO CASA DE TELHA";46170000;159;1;316
101;"RIO DE CONTAS";"ESCOLA MUNICIPAL MANOEL NEPOMUCENO DOS SANTOS";"RUA JOANA ANGELICA S/N - ZONA RURAL";"POVOADO JOéO VAZ";46170000;161,162;2;530
101;"RIO DE CONTAS";"ESCOLA MUNICIPAL DE BARRA DO BRUMADO";"PRACA SAO SEBASTIAO - ZONA RURAL";"POVOADO BARRA DO BRUMADO";46170000;164;1;262
101;"RIO DE CONTAS";"CLUBE SOCIAL DE ARAPIRANGA";"RUA GUSTAVO DE ABREU, S/N - ZONA RURAL";"DISTRITO ARAPIRANGA";46170000;163,166;2;510
101;"RIO DE CONTAS";"ESCOLA ESTADUAL JUVENAL CANDIDO DE OLIVEIRA";"PRACA CEL. CARLOS SOUTO - ZONA URBANA";"CENTRO";46170000;169,212;2;454
101;"RIO DE CONTAS";"COLêGIO ESTADUAL DE MARCOLINO MOURA";"RUA LAUDELINO CORREIA, S/N - ZONA RURAL";"DISTRITO MARCOLINO MOURA";46170000;"160,167,168,170";4;1062
101;"RIO DE CONTAS";"TEATRO SAO CARLOS";"LARGO DO ROSARIO, 75 - ZONA URBANA";"CENTRO";46170000;171;1;420
101;"RIO DE CONTAS";"SOCIEDADE MUSICAL LIRA DOS ARTISTAS";"RUA BARAO DE MACAUBAS, 50 - ZONA URBANA  ";"CENTRO";46170000;172;1;342
101;"RIO DE CONTAS";"ESCOLA RURAL DE UMBUZEIRO DOS SANTOS";"POVOADO DE UMBUZEIRO DOS SANTOS - ZONA RURAL";"POVOADO UMBUZEIRO DOS SANTOS";46170000;165,174;2;405
101;"RIO DE CONTAS";"TELECENTRO MUNICIPAL DE MARCOLINO MOURA";"PRAÄA DA FEIRA, S/N - ZONA RURAL";"DISTRITO MARCOLINO MOURA";46170000;175;1;349
101;"RIO DE CONTAS";"ESCOLA ESTADUAL DE ENGENHO VELHO";"PRACA DE ENGENHO VELHO - ZONA RURAL";"POVOADO ENGENHO VELHO";46170000;176,198;2;542
101;"RIO DE CONTAS";"ESCOLA RURAL DE BOA SENTENCA";"PRACA DE BOA SENTENCA - ZONA RURAL";"POVOADO BOA SENTENÄA";46170000;178,179;2;520
101;"RIO DE CONTAS";"ESCOLA ESTADUAL FAGUNDES VARELA";"PRACA DE TAMANDUA - ZONA RURAL";"POVOADO TAMANDUÜ";46170000;180;1;111
101;"RIO DE CONTAS";"CLUBE RIOCONTENSE";"RUA CORONEL RODOLFO ABREU, S/N- ZONA URBANA";"CENTRO";46170000;"183,211,252";3;786
101;"RIO DE CONTAS";"ESCOLA MUNICIPAL AUGUSTO ALVES TEIXEIRA";"POVOADO VARZEA - ZONA RURAL";"POVOADO VÜRZEA";46170000;184,19;2;521
101;"RIO DE CONTAS";"ESCOLA MUNICIPAL DE CARAIBAS";"POVOADO CARAIBAS - ZONA RURAL";"POVOADO CARAãBAS";46170000;186;1;269
101;"RIO DE CONTAS";"CENTRO EDUCACIONAL ARAPIRANGUENSE";"RUA JOSE EVARISTO, S/N - ZONA RURAL";"DISTRITO ARAPIRANGA";46170000;"158,173,187";3;779
101;"RIO DE CONTAS";"ESCOLA MUNICIPAL DO RETIRO";"POVOADO RETIRO - ZONA RURAL";"POVOADO RETIRO";46170000;188;1;277
101;"RIO DE CONTAS";"ESCOLA MUNICIPAL FELICIANO PIRES";"POVOADO LAGOA DE FELICIANO - ZONA RURAL";"DISTRITO ARAPIRANGA";46170000;191;1;130
101;"RIO DE CONTAS";"ESCOLA MUNICIPAL DE BAIXAO";"POVOADO BAIXAO - ZONA RURAL";"POVOADO BAIXéO";46170000;192;1;319
101;"RIO DE CONTAS";"ESCOLA MUNICIPAL D. PEDRO II";"POVOADO FAZENDOLA - ZONA RURAL";"POVOADO FAZENDOLA";46170000;193;1;187
101;"RIO DE CONTAS";"PREDIO ESCOLAR SAO JUDAS TADEU";"POVOADO GILO - ZONA RURAL";"POVOADO GIL‡";46170000;182,197;2;659
102;"EUCLIDES DA CUNHA";"ESCOLA ESTADUAL DUQUE DE CAXIAS";"RUA OLIVEIRA BRITO, S/N - ZONA URBANA";"CENTRO";48500000;"22,23,24,25,38";5;1759
102;"EUCLIDES DA CUNHA";"EDUCANDARIO OLIVEIRA BRITO";"RUA JOAQUIM SANTANA LIMA -ZONA URBANA";"CENTRO";48500000;"26,27,28,29,39,131,152,164,177,220";10;3907
102;"EUCLIDES DA CUNHA";"COLEGIO JOSê ARAS";"RUA PEDRO MONTEIRO CAMPOS, S/N - ZONA URBANA";"CENTRO";48500000;"30,31,32,33,158";5;1913
102;"EUCLIDES DA CUNHA";"ESCOLA ESTADUAL ANTONIETA XAVIER SIQUEIRA SANTOS";"RUA PROFESSOR PEDRO MONTEIRO CAMPOS, S/N - ZONA URBANA";"CENTRO";48500000;"34,35,36,37,132,261";6;2126
102;"EUCLIDES DA CUNHA";"COLêGIO MODELO JOAQUIM SILVA DANTAS";"RUA TEAGO FERREIRA DE CARVALHO, SN - ZONA URBANA";"CENTRO";48500000;"40,41,42,43,44,52,53,133";8;2186
102;"EUCLIDES DA CUNHA";"EDUCANDARIO OLIVEIRA BRITO/PAVILHAO ELZA CANARIO";"RUA JOAQUIM SANTANA LIMA -ZONA URBANA";"CENTRO";48500000;"18,21,45";3;1048
102;"EUCLIDES DA CUNHA";"ESCOLA ESTADUAL ANTONIO CARLOS MAGALHéES";"AV ALMERINDO REHEM, S/N -ZONA URBANA";"NOVA AMêRICA";48500000;"49,50,51,134,221,260";6;2503
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL  N. SENHORA DA CONCEIÄéO";"CONJ. HAB. NOSSA SENHORA DA CONCEIÄéO - ZONA URBANA";"URBIS";48500000;"54,55,223,269";4;1588
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL NAIDE LIMA CAMPOS";"AV ALMERINDO REHEM, SN - ZONA URBANA";"PAU MIñDO";48500000;"56,57,160,275";4;1390
102;"EUCLIDES DA CUNHA";"CENTRO EDUCACIONAL DE RUYLANDIA";"POVOADO RUYLANDIA - ZONA RURAL";"POVOADO RUYLANDIA";48500000;"58,59,60,61";4;1059
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL MAJOR ANTONIO";"POVOADO MARIA PRETA I - ZONA RURAL";"POVOADO MARIA PRETA I";48500000;62,175;2;505
102;"EUCLIDES DA CUNHA";"CENTRO EDUCACIONAL JUVINIANO GOMES DOS SANTOS";"POVOADO PINHôES - ZONA RURAL";"POVOADO PINHôES";48500000;"63,64,65,66";4;872
102;"EUCLIDES DA CUNHA";"CENTRO EDUCACIONAL DE CARNAãBA";"POVOADO CARNAãBA - ZONA RURAL";"POVOADO CARNAãBA";48500000;"67,68,207";3;1056
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL SENHORA SANTANA";"POVOADO CARNAãBAS - ZONA RURAL";"POVOADO CARNAãBA";48500000;69,19;2;449
102;"EUCLIDES DA CUNHA";"CENTRO EDUCACIONAL DE SERRA VERMELHA";"POVOADO SERRA VERMELHA - ZONA RURAL";"POVOADO SERRA VERMELHA";48500000;70,226;2;709
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL SéO NICOLAU";"POVOADO SERRA VERMELHA - ZONA RURAL";"POVOADO SERRA VERMELHA";48500000;71,208;2;420
102;"EUCLIDES DA CUNHA";"CENTRO EDUCACIONAL DE CAIMBê";"DISTRITO CAIMBE - ZONA RURAL";"DISTRITO CAIMBê";48500000;73,74;2;793
102;"EUCLIDES DA CUNHA";"CENTRO EDUCACIONAL D. JACKSON B. PRADO";"DISTRITO MASSACARA - ZONA RURAL";"DISTRITO MASSACARA";48500000;"77,78,79";3;859
102;"EUCLIDES DA CUNHA";"CENTRO EDUCACIONAL DE MURITY";"POVOADO MURITY - ZONA RURAL";"POVOADO MURITY";48500000;"80,81,222";3;1166
102;"EUCLIDES DA CUNHA";"CENTRO EDUCACIONAL DE ARIBICê";"DISTRITO ARIBICE - ZONA RURAL";"DISTRITO ARIBICE";48500000;"82,83,84,86";4;1057
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL SéO VICENTE DE PAULA";"POVOADO LAGOA DO GUEDES - ZONA RURAL";"POVOADO LAGOA DO GUEDES";48500000;88;1;369
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL ANTONIO BATISTA DE CARVALHO";"POVOADO LAGOA DO COSTA - ZONA RURAL";"POVOADO LAGOA DO COSTA";48500000;89;1;340
102;"EUCLIDES DA CUNHA";"CENTRO EDUCACIONAL DE SERRA BRANCA";"POVOADO SERRA BRANCA - ZONA RURAL";"POVOADO SERRA BRANCA";48500000;"90,91,282";3;868
102;"EUCLIDES DA CUNHA";"ESCOLA ANTONIO PEDRO DA COSTA";"POVOADO ROÄA DE CIMA - ZONA RURAL";"POVOADO ROCA DE CIMA";48500000;92,267;2;550
102;"EUCLIDES DA CUNHA";"PREDIO ESCOLAR DE MENDES CARDOSO";"POVOADO MENDES CARDOSO - ZONA RURAL";"POVOADO MENDES CARDOZO";48500000;145;1;372
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA";"POVOADO CAMPO GRANDE - ZONA RURAL";"POVOADO CAMPO GRANDE";48500000;165,277;2;458
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL D. MANOEL";"POVOADO CIP‡ - ZONA RURAL";"POVOADO CIP‡";48500000;167;1;298
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL TANCREDO NEVES";"POVOADO SERRA DA MéE INÜCIA - ZONA RURAL";"POVOADO SERRA DA MéE INÜCIA";48500000;166,283;2;428
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL SéO MARTINS";"POVOADO MESTRE CAMPO - ZONA RURAL";"POVOADO MESTRE CAMPO";48500000;168;1;232
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL SANTA TEREZINHA";"POVOADO SERRANEA - ZONA RURAL";"POVOADO SERRANEA";48500000;171;1;152
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL ESTÜCIO DE SÜ";"POVOADO LAGOA DO TANQUE - ZONA RURAL";"POVOADO LAGOA DO TANQUE";48500000;172;1;280
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL SANTA CATARINA";"POVOADO VÜRZEA DO BURRO I - ZONA RURAL";"POVOADO VARZEA DO BURRO I";48500000;178,258;2;564
102;"EUCLIDES DA CUNHA";"ESCOLA SéO MIGUEL";"POVOADO JUNCO - ZONA RURAL";"POVOADO JUNCO";48500000;179,265;2;457
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL NOVA ZEL∂NDIA";"POVOADO PAI JOéO - ZONA RURAL";"POVOADO PAI JOéO";48500000;173,266;2;600
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL NOSSA SENHORA DA PENHA";"POVOADO SOARES - ZONA RURAL";"POVOADO SOARES";48500000;180;1;239
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL SENHOR DOS PASSOS";"POVOADO DE LAGOA FECHADA - ZONA RURAL";"POVOADO LAGOA FECHADA";48500000;181,278;2;479
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL CRIST‡VéO COLOMBO";"POVOADO LAGOA DO CUPé - ZONA RURAL";"POVOADO LAGOA DO CUPé";48500000;182,28;2;443
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL SANTOS DUMONT";"POVOADO OITEIRO - ZONA RURAL";"POVOADO OITEIRO";48500000;183,246;2;678
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL CASTELO BRANCO";"POVOADO USINA - ZONA RURAL";"POVOADO USINA";48500000;184;1;159
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL SéO GER‚NIMO";"POVOADO MALHADA GRANDE - ZONA RURAL";"POVOADO MALHADA GRANDE";48500000;185;1;293
102;"EUCLIDES DA CUNHA";"ESCOLA LUIZ VALERIANO DIAS";"POVOADO ALECRIM - ZONA RURAL";"POVOADO ALECRIM";48500000;186,2;2;417
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL JOSê DO PATROCãNIO";"POVOADO MELANCIA - ZONA RURAL";"POVOADO MELANCIA";48500000;187;1;356
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL JOAQUIM PARANHOS DE ABREU";"POVOADO ARAÄÜS - ZONA RURAL";"POVOADO ARAÄÜS";48500000;196;1;392
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL NOSSA SENHORA DE FÜTIMA";"POVOADO FERRO DE ENGOMAR - ZONA RURAL";"POVOADO FERRO DE ENGOMAR";48500000;193,274;2;465
102;"EUCLIDES DA CUNHA";"PRêDIO SéO BENTO";"POVOADO CEDROS - ZONA RURAL";"POVOADO CEDROS";48500000;194;1;243
102;"EUCLIDES DA CUNHA";"PRêDIO ESCOLAR MéE IZABEL";"POVOADO POÄôES - ZONA RURAL";"POVOADO POÄôES";48500000;188;1;252
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL DUARTE DA COSTA";"POVOADO CURRAL FALSO - ZONA RURAL";"POVOADO CURRAL FALSO";48500000;197;1;356
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL ANTONIO BALBINO";"POVOADO QUEIMADAS - ZONA RURAL";"POVOADO QUEIMADAS";48500000;198,279;2;517
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL SéO LUCAS";"POVOADO BAIXA DO ENXU - ZONA RURAL";"POVOADO BAIXA DO ENXU";48500000;199;1;309
102;"EUCLIDES DA CUNHA";"PREDIO ESCOLAR SAO FRANCISCO DE ASSIS";"POVOADO LAGOA ANDADA - ZONA RURAL";"POVOADO LAGOA ANDADA";48500000;203;1;204
102;"EUCLIDES DA CUNHA";"ESCOLA MARTIN AFONSO DE SOUZA";"POVOADO MONTE ALEGRE - ZONA RURAL";"POVOADO MONTE ALEGRE";48500000;201;1;318
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL AFONSO PENA";"POVOADO MUCAMBO - ZONA RURAL";"POVOADO MUCAMBO";48500000;204;1;165
102;"EUCLIDES DA CUNHA";"ESCOLA SANTA MARTA";"POVOADO BARRA DO TANQUE I - ZONA RURAL";"POVOADO BARRA DO TANQUE I";48500000;205;1;245
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL PROFESSORA EROTILDES SIQUEIRA";"RUA DES. ALOISIO BATISTA - ZONA URBANA";"CENTRO";48500000;"213,240,259";3;986
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL SéO CRIST‡VéO";"POVOADO BANANEIRAS - ZONA RURAL";"POVOADO BANANEIRAS";48000000;218;1;272
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL DOM PEDRO I";"POVOADO TERRA BRANCA - ZONA RURAL";"POVOADO TERRA BRANCA";48500000;232;1;200
102;"EUCLIDES DA CUNHA";"PREDIO ESCOLAR NOSSA SENHORA DA CONCEICAO";"POVOADO ROCA DE DENTRO - ZONA RURAL";"POVOADO ROCA DE DENTRO";48500000;234;1;291
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL NOSSA SENHORA DAS CANDEIAS";"POVOADO RIO VERMELHO - ZONA RURAL";"POVOADO RIO VERMELHO";48500000;231;1;138
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL SéO JOAQUIM";"POVOADO VILA CANAé - ZONA RURAL";"POVOADO VILA CANAé";48500000;243,284;2;418
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL SANTO ESTEVéO";"POVOADO QUEIMADA DO RASO - ZONA RURAL";"POVOADO QUEIMADA DO RASO";48500000;242;1;411
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL SéO CLEMENTE";"POVOADO PEDRA BRANCA - ZONA RURAL";"POVOADO PEDRA BRANCA";48500000;241;1;257
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL TE‡FILO PAIVA GUIMARéES";"RUA FENELON AUGUSTO DA SILVA - ZONA URBANA";"DUDA MACÜRIO";48500000;"46,47,253,273";4;1636
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL SéO GREG‡RIO";"POVOADO CAMPINHOS - ZONA RURAL";"POVOADO CAMPINHOS";48500000;252;1;101
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL EVA MOURA DE OLIVEIRA";"AV. PEDRO CELESTINO SANTOS - ZONA URBANA";"BELA VISTA";48500000;255,276;2;719
102;"EUCLIDES DA CUNHA";"UNEB";"RUA ENOCK CANARIO, S/N - ZONA URBANA";"JEREMIAS";48500000;"48,230,268";3;1096
102;"EUCLIDES DA CUNHA";"ESCOLA SéO SEBASTIéO";"FAZENDA CURIRICI - ZONA RURAL";"POVOADO CURIRICI";48500000;263;1;380
102;"EUCLIDES DA CUNHA";"ESCOLA MUNICIPAL DE SANTA INâS";"POVOADO LAGOA DO GUEDES - ZONA RURAL";"POVOADO LAGOA DO GUEDES";48500000;262;1;223
102;"EUCLIDES DA CUNHA";"PRêDIO MUNICIPAL DOM JOéO VI - ZONA RURAL";"POVOADO SERRA VERMELHA DO JUNCO";"SERRA VERMELHA DO JUNCO";48500000;285;1;151
102;"QUIJINGUE";"GRUPO ESCOLAR ANTONIO CARLOS MAGALHAES";"AVENIDA ANTONIO CARLOS MAGALHAES - ZONA URBANA";"CENTRO";48830000;"93,94,153,247";4;1190
102;"QUIJINGUE";"COLêGIO ESTADUAL LUIS EDUARDO MAGALHéES";"RUA JOAQUIM DE OLIVEIRA, S/N - ZONA URBANA";"CENTRO";48830000;"95,96,97,98,99,150,154,162,224";9;2820
102;"QUIJINGUE";"GRUPO ESCOLAR JOSE PENEDO";"POVOADO DE ALGODOES - ZONA URBANA";"DISTRITO ALGODôES";48830000;104,105;2;771
102;"QUIJINGUE";"ESCOLA TANCREDO NEVES";"DISTRITO ALGODôES -ZONA RURAL";"DISTRITO ALGODôES";48830000;"106,107,108,109,111,151";6;2052
102;"QUIJINGUE";"PRêDIO ESCOLAR FLORIANO FRANCISCO DA SILVA";"POVOADO MACETê -ZONA RURAL";"POVOADO MACETE";48830000;"112,113,114,115,209";5;1348
102;"QUIJINGUE";"GRUPO ESCOLAR DE QUEIMADAS";"POVOADO QUEIMADAS -ZONA RURAL";"POVOADO QUEIMADAS";48830000;116,117;2;408
102;"QUIJINGUE";"PRêDIO ESCOLAR DA LAGOA DO JUNCO";"POVOADO LAGOA DO JUNCO -ZONA RURAL";"POVOADO LAGOA DO JUNCO";48830000;"118,119,120";3;1065
102;"QUIJINGUE";"PREDIO ESCOLAR DE MONTE CRUZEIRO";"POVOADO MONTE CRUZEIRO -ZONA RURAL";"POVOADO MONTE CRUZEIRO";48830000;"121,122,123";3;816
102;"QUIJINGUE";"PREDIO ESCOLAR DE LAGOA DA PEDRA";"POVOADO LAGOA DA PEDRA -ZONA RURAL";"POVOADO LAGOA DA PEDRA";48830000;124;1;70
102;"QUIJINGUE";"PREDIO ESCOLAR DO POVOADO DE SITIO";"POVOADO SITIO -ZONA RURAL";"POVOADO SITIO";48830000;"125,126,139";3;718
